Category,Product,URL
foundation-makeup,Bobbi Brown Skin Long-Wear Fluid Powder Foundation SPF 20,https://www.sephora.com/product/bobbi-brown-skin-long-wear-fluid-powder-foundation-P455195?icid2=products%20grid:p455195
foundation-makeup,Benefit Cosmetics Hello Happy Flawless Brightening Foundation SPF 15,https://www.sephora.com/product/hello-happy-flawless-brightening-foundation-P447121?icid2=products%20grid:p447121
foundation-makeup,Smashbox Studio Skin 24 Hour Full Coverage Waterproof Foundation,https://www.sephora.com/product/studio-skin-full-coverage-24-hour-foundation-P447363?icid2=products%20grid:p447363
foundation-makeup,FENTY BEAUTY by Rihanna Hydrating Complexion Essentials,https://www.sephora.com/product/hydrating-foundation-bundle-P451632?icid2=products%20grid:p451632
foundation-makeup,KVD Vegan Beauty Lock-It Powder Foundation Refills,https://www.sephora.com/product/lock-it-powder-foundation-refills-P447557?icid2=products%20grid:p447557
foundation-makeup,BECCA Cosmetics Zero No Pigment Foundation,https://www.sephora.com/product/becca-cosmetics-zero-no-pigment-virtual-foundation-P461135?icid2=products%20grid:p461135
foundation-makeup,Wander Beauty Wanderlust Powder Foundation,https://www.sephora.com/product/wanderlust-powder-foundation-P411529?icid2=products%20grid:p411529
foundation-makeup,Shiseido Synchro Skin Self-Refreshing Custom Finish Powder Foundation,https://www.sephora.com/product/shiseido-synchro-skin-self-refreshing-custom-finish-powder-foundation-P454978?icid2=products%20grid:p454978
foundation-makeup,Givenchy Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,https://www.sephora.com/product/matissime-velvet-radiant-mattifying-fluid-foundation-spf-20-P419438?icid2=products%20grid:p419438
foundation-makeup,Guerlain L'Essentiel Natural Longwear Foundation SPF 20,https://www.sephora.com/product/l-essentiel-natural-16h-wear-foundation-spf-20-P444578?icid2=products%20grid:p444578
foundation-makeup,KEVYN AUCOIN The Etherealist Foundation,https://www.sephora.com/product/the-etherealist-skin-illuminating-foundation-P411600?icid2=products%20grid:p411600
foundation-makeup,Givenchy Teint Couture Everwear 24H Foundation SPF 20,https://www.sephora.com/product/teint-couture-everwear-foundation-P442284?icid2=products%20grid:p442284
foundation-makeup,COOLA Rōsilliance™ Organic BB+ Cream SPF 30,https://www.sephora.com/product/rosilliance-organic-bb-cream-spf-30-P409519?icid2=products%20grid:p409519
foundation-makeup,Estée Lauder Double Wear Stay-In-Place Foundation Pump,https://www.sephora.com/product/double-wear-stay-in-place-makeup-pump-P427045?icid2=products%20grid:p427045
foundation-makeup,Dior Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50 Refill,https://www.sephora.com/product/capture-dreamskin-fresh-perfect-cushion-broad-spectrum-spf-50-refill-P435807?icid2=products%20grid:p435807
foundation-makeup,Perricone MD No Makeup Foundation Serum Broad Spectrum SPF 20,https://www.sephora.com/product/no-foundation-foundation-serum-spf-30-P386465?icid2=products%20grid:p386465
foundation-makeup,Jouer Cosmetics Essential High Coverage Crème Foundation,https://www.sephora.com/product/essential-high-coverage-creme-foundation-P434015?icid2=products%20grid:p434015
foundation-makeup,Koh Gen Do Aqua Foundation,https://www.sephora.com/product/aqua-foundation-P431509?icid2=products%20grid:p431509
foundation-makeup,Bobbi Brown Sheer Finish Pressed Setting Powder,https://www.sephora.com/product/sheer-finish-pressed-powder-P270540?icid2=products%20grid:p270540
foundation-makeup,Josie Maran Argan Matchmaker Serum Foundation,https://www.sephora.com/product/argan-matchmaker-serum-foundation-P280202?skuId=1820968&icid2=products%20grid:p280202
foundation-makeup,NUDESTIX Nudies Tinted Blur Stick,https://www.sephora.com/product/nudies-tinted-blur-stick-P431758?icid2=products%20grid:p431758
foundation-makeup,KEVYN AUCOIN Foundation Balm,https://www.sephora.com/product/beauty-foundation-balm-P447734?icid2=products%20grid:p447734
foundation-makeup,CLINIQUE Even Better™ Glow Light Reflecting Makeup Broad Spectrum SPF 15 Foundation,https://www.sephora.com/product/even-better-trade-glow-light-reflecting-makeup-broad-spectrum-spf-15-P422881?skuId=1953488&icid2=products%20grid:p422881
foundation-makeup,CLINIQUE Even Better Refresh™ Hydrating and Repairing Foundation,https://www.sephora.com/product/even-better-refresh-hydrating-and-repairing-foundation-P446874?skuId=2256717&icid2=products%20grid:p446874
foundation-makeup,Sephora Favorites Deep Customizable Foundation Set with Too Faced Born This Way Foundation,https://www.sephora.com/product/sephora-favorites-sephora-favorites-deep-customizable-foundation-set-with-too-faced-born-this-way-foundation-P453905?icid2=products%20grid:p453905
foundation-makeup,NUDESTIX Tinted Cover Foundation,https://www.sephora.com/product/nudies-tinted-cover-foundation-P448152?icid2=products%20grid:p448152
foundation-makeup,CLINIQUE Beyond Perfecting Powder Foundation + Concealer,https://www.sephora.com/product/beyond-perfecting-powder-foundation-concealer-P426374?icid2=products%20grid:p426374
foundation-makeup,LAWLESS Woke Up Like This Flawless Finish Foundation,https://www.sephora.com/product/woke-up-like-this-flawless-finish-foundation-P432234?icid2=products%20grid:p432234
foundation-makeup,Dr. Dennis Gross Skincare Instant Radiance Sun Defense Sunscreen Broad Spectrum SPF 40,https://www.sephora.com/product/instant-radiance-sun-defense-sunscreen-broad-spectrum-spf-40-P409706?icid2=products%20grid:p409706
foundation-makeup,boscia Skin Perfecting BB Cream Broad Spectrum SPF 30,https://www.sephora.com/product/skin-perfecting-bb-cream-broad-spectrum-spf-30-P443379?icid2=products%20grid:p443379
foundation-makeup,Josie Maran Argan Daily Defense Lotion SPF 30,https://www.sephora.com/product/josie-maran-argan-daily-moisturizer-tinted-spf-47-P464773?icid2=products%20grid:p464773
foundation-makeup,tarte Mini babassu foundcealer™ skincare foundation SPF 20,https://www.sephora.com/product/tarte-mini-babassu-foundcealer-trade-skincare-foundation-spf-20-P454990?icid2=products%20grid:p454990
foundation-makeup,Givenchy Teint Couture City Balm Radiant Perfecting Skin Tint SPF 25,https://www.sephora.com/product/givenchy-teint-couture-city-balm-radiant-perfecting-skin-tint-spf-25-P454977?icid2=products%20grid:p454977
foundation-makeup,Armani Beauty Crema Nuda Supreme Glow Reviving Tinted Moisturizer,https://www.sephora.com/product/crema-nuda-supreme-glow-reviving-tinted-moisturizer-P419856?icid2=products%20grid:p419856
foundation-makeup,NARS Sheer Glow Foundation Pump,https://www.sephora.com/product/liquid-foundation-pump-P433123?icid2=products%20grid:p433123
foundation-makeup,Armani Beauty Maestro Fusion Makeup SPF 15 Liquid Foundation,https://www.sephora.com/product/maestro-fusion-makeup-spf-15-foundation-P393403?icid2=products%20grid:p393403
foundation-makeup,CLINIQUE Age Defense BB Cream Broad Spectrum SPF 30,https://www.sephora.com/product/age-defense-bb-cream-broad-spectrum-spf-30-P293010?icid2=products%20grid:p293010
foundation-makeup,"rms beauty ""Un"" Cover-Up Cream Foundation",https://www.sephora.com/product/un-cover-up-cream-foundation-P450899?icid2=products%20grid:p450899
foundation-makeup,Benefit Cosmetics Hello Happy Air Stick Foundation SPF 20,https://www.sephora.com/product/benefit-cosmetics-hello-happy-air-stick-foundation-spf-20-P457648?icid2=products%20grid:p457648
foundation-makeup,surratt beauty Surreal Skin Foundation Wand,https://www.sephora.com/product/surreal-real-skin-foundation-wand-P407377?icid2=products%20grid:p407377
foundation-makeup,Hourglass Veil Fluid Makeup Oil Free Broad Spectrum SPF 15,https://www.sephora.com/product/veil-fluid-makeup-oil-free-broad-spectrum-spf-15-P193231?skuId=1064898&icid2=products%20grid:p193231
foundation-makeup,KEVYN AUCOIN Stripped Nude Skin Tint,https://www.sephora.com/product/kevyn-aucoin-stripped-nude-skin-tint-P457447?icid2=products%20grid:p457447
foundation-makeup,Smashbox Camera Ready BB Cream SPF 35,https://www.sephora.com/product/camera-ready-bb-cream-spf-35-P300339?icid2=products%20grid:p300339
foundation-makeup,Natasha Denona Foundation X+,https://www.sephora.com/product/foundation-x-P442957?icid2=products%20grid:p442957
foundation-makeup,Origins Pretty in Bloom™ SPF 20 Flower-Infused Long-Wear Foundation,https://www.sephora.com/product/origins-pretty-in-bloom-spf-20-flower-infused-long-wear-foundation-P455004?icid2=products%20grid:p455004
foundation-makeup,Natasha Denona Face Glow Foundation,https://www.sephora.com/product/face-glow-foundation-P448511?icid2=products%20grid:p448511
foundation-makeup,CLINIQUE Superbalanced Silk Makeup Broad Spectrum 15,https://www.sephora.com/product/superbalanced-silk-makeup-broad-spectrum-15-P411552?icid2=products%20grid:p411552
foundation-makeup,philosophy Renewed Hope in a Jar Skin Tint,https://www.sephora.com/product/renewed-hope-in-jar-skin-tint-P417009?icid2=products%20grid:p417009
foundation-makeup,Pretty Vulgar Bird's Nest Blurring Beauty Mousse CC Cream,https://www.sephora.com/product/birds-nest-blurring-beauty-mousse-P419268?skuId=1950351&icid2=products%20grid:p419268
foundation-makeup,lilah b. Marvelous Matte™ Crème Foundation,https://www.sephora.com/product/marvelous-matte-creme-foundation-P434534?icid2=products%20grid:p434534
foundation-makeup,Marc Jacobs Beauty Shameless Youthful-Look 24H Foundation SPF 25,https://www.sephora.com/product/shameless-youthful-look-24h-foundation-spf-25-P427500?skuId=2035947&icid2=products%20grid:p427500
foundation-makeup,Antonym Skin Esteem Organic Liquid Foundation,https://www.sephora.com/product/skin-esteem-organic-liquid-foundation-P425621?icid2=products%20grid:p425621
foundation-makeup,Shiseido Sports BB SPF 50+,https://www.sephora.com/product/sports-bb-spf-50-P442732?skuId=2219673&icid2=products%20grid:p442732
foundation-makeup,Black Up Full Coverage Cream Foundation,https://www.sephora.com/product/full-coverage-cream-foundation-P400889?icid2=products%20grid:p400889
foundation-makeup,Antonym Certified Organic Baked Foundation,https://www.sephora.com/product/certified-organic-baked-foundation-P421435?icid2=products%20grid:p421435
foundation-makeup,Lancôme Bienfait Teinté Beauty Balm Sunscreen Broad Spectrum SPF 30,https://www.sephora.com/product/bienfait-teinte-beauty-balm-sunscreen-broad-spectrum-spf-30-P380690?icid2=products%20grid:p380690
foundation-makeup,Benefit Cosmetics Mini Hello Happy Flawless Brightening Foundation SPF 15,https://www.sephora.com/product/hello-happy-flawless-brightening-foundation-mini-P447358?icid2=products%20grid:p447358
foundation-makeup,Urban Decay Naked Skin Ultra Definition Pressed Finishing Powder,https://www.sephora.com/product/naked-skin-ultra-definition-pressed-finishing-powder-P381170?icid2=products%20grid:p381170
foundation-makeup,bareMinerals bareSkin® Pure Brightening Serum Foundation Broad Spectrum SPF 20,https://www.sephora.com/product/bareskin-pure-brightening-serum-foundation-P385364?icid2=products%20grid:p385364
foundation-makeup,Pretty Vulgar Cool AF Lava Water Foundation,https://www.sephora.com/product/cool-af-lava-water-foundation-P446041?icid2=products%20grid:p446041
lipstick,Dior Rouge Dior Lipstick,https://www.sephora.com/product/rouge-dior-lipstick-P411036?icid2=products%20grid:p411036
lipstick,Dior Mini Rouge Dior Lipstick Set,https://www.sephora.com/product/dior-mini-rouge-dior-lipstick-set-P461151?icid2=products%20grid:p461151
lipstick,FENTY BEAUTY by Rihanna Mattemoiselle Plush Matte Lipstick,https://www.sephora.com/product/mattemoiselle-plush-matte-lipstick-P45874456?icid2=products%20grid:p45874456
lipstick,Yves Saint Laurent Rouge Pur Couture Satin Lipstick Collection,https://www.sephora.com/product/rouge-pur-couture-lipstick-collection-P400701?icid2=products%20grid:p400701
lipstick,Lancôme L'Absolu Lacquer Long-Lasting Liquid Lipstick,https://www.sephora.com/product/l-absolu-lacquer-P431511?skuId=2067544&icid2=products%20grid:p431511
lipstick,Yves Saint Laurent Mini Rouge Pur Couture Lipstick Set,https://www.sephora.com/product/yves-saint-laurent-mini-rouge-pur-coture-lipstick-set-P461214?icid2=products%20grid:p461214
lipstick,SEPHORA COLLECTION Cream Lip Stain Liquid Lipstick,https://www.sephora.com/product/cream-lip-stain-liquid-lipstick-P281411?icid2=products%20grid:p281411
lipstick,KVD Vegan Beauty Everlasting Liquid Lipstick,https://www.sephora.com/product/everlasting-love-liquid-lipstick-P384954?icid2=products%20grid:p384954
lipstick,Marc Jacobs Beauty Le Marc Lip Crème Lipstick,https://www.sephora.com/product/le-marc-lip-creme-P392352?skuId=2159143&icid2=products%20grid:p392352
lipstick,SEPHORA COLLECTION Under the Mistletoe #Lipstories Lipstick Set,https://www.sephora.com/product/sephora-collection-under-mistletoe-lipstories-set-P461494?icid2=products%20grid:p461494
lipstick,MILK MAKEUP Lip + Cheek,https://www.sephora.com/product/lip-cheek-P404799?icid2=products%20grid:p404799
lipstick,FENTY BEAUTY by Rihanna Two Lil Mattemoiselles,https://www.sephora.com/product/two-lil-mattemoiselles-P33105898?icid2=products%20grid:p33105898
lipstick,Charlotte Tilbury Matte Revolution Lipstick,https://www.sephora.com/product/matte-revolution-lipstick-P433530?icid2=products%20grid:p433530
lipstick,Givenchy Le Rouge Perfecto Beautifying Lip Balm,https://www.sephora.com/product/le-rouge-perfecto-beautifying-lip-balm-P410769?icid2=products%20grid:p410769
lipstick,SEPHORA COLLECTION Holiday Kisses #Lipstories Lipstick Ornament,https://www.sephora.com/product/sephora-collection-holiday-kisses-lipstories-ornament-P461495?icid2=products%20grid:p461495
lipstick,NARS Velvet Matte Lipstick Pencil,https://www.sephora.com/product/velvet-matte-lip-pencil-P78834?icid2=products%20grid:p78834
lipstick,Yves Saint Laurent Rouge Volupte Shine Lipstick Balm,https://www.sephora.com/product/rouge-volupte-shine-oil-in-stick-lipstick-P377710?icid2=products%20grid:p377710
lipstick,SEPHORA COLLECTION Wild Wishes Cream Lip Stain Set,https://www.sephora.com/product/sephora-collection-wild-wishes-cream-lip-stain-set-P461517?icid2=products%20grid:p461517
lipstick,Yves Saint Laurent The Slim Glow Matte Lipstick,https://www.sephora.com/product/yves-saint-laurent-the-slim-glow-matte-lipstick-P463666?icid2=products%20grid:p463666
lipstick,HUDA BEAUTY Contour & Strobe Liquid Lip Set,https://www.sephora.com/product/contour-strobe-lip-set-P426365?skuId=2001659&icid2=products%20grid:p426365
lipstick,FENTY BEAUTY by Rihanna Stunna Lip Paint Longwear Fluid Lip Color,https://www.sephora.com/product/stunna-lip-paint-P39787544?icid2=products%20grid:p39787544
lipstick,tarte SEA H2O Lip Gloss,https://www.sephora.com/product/sea-h2o-lip-gloss-P429612?icid2=products%20grid:p429612
lipstick,tarte SEA Color Splash Lipstick,https://www.sephora.com/product/sea-color-splash-lipstick-P416418?icid2=products%20grid:p416418
lipstick,Yves Saint Laurent Rouge Volupté Shine Oil-In-Stick Lipstick Collector's Edition,https://www.sephora.com/product/yves-saint-laurent-rouge-volupte-shine-oil-in-stick-lipstick-collector-s-edition-P454360?skuId=2326197&icid2=products%20grid:p454360
lipstick,NARS Powermatte Lip Pigment,https://www.sephora.com/product/powermatte-lip-pigment-P421485?icid2=products%20grid:p421485
lipstick,Charlotte Tilbury Matte Revolution Lipstick- Pillow Talk Collection,https://www.sephora.com/product/charlotte-tilbury-matte-revolution-lipstick-intense-pillow-talk-collection-P454508?icid2=products%20grid:p454508
lipstick,Too Faced Melted Matte Liquid Lipstick,https://www.sephora.com/product/melted-matte-liquified-long-wear-matte-lipstick-P407636?skuId=1789403&icid2=products%20grid:p407636
lipstick,Rare Beauty by Selena Gomez Lip Souffle Matte Cream Lipstick,https://www.sephora.com/product/rare-beauty-by-selena-gomez-lip-souffle-matte-cream-lipstick-P87987897?icid2=products%20grid:p87987897
lipstick,Yves Saint Laurent Rouge Volupte Shine Lipstick Love Collector's Edition,https://www.sephora.com/product/yves-saint-laurent-rouge-volupte-shine-lipstick-love-collector-s-edition-P458275?icid2=products%20grid:p458275
lipstick,CLINIQUE Almost Lipstick Duo,https://www.sephora.com/product/clinique-almost-lipstick-duo-P463618?icid2=products%20grid:p463618
lipstick,Armani Beauty Lip Maestro Liquid Matte Lipstick,https://www.sephora.com/product/lip-maestro-liquid-lipstick-P393411?icid2=products%20grid:p393411
lipstick,Yves Saint Laurent Rouge Volupte Rock'N Shine Lipstick,https://www.sephora.com/product/yves-saint-laurent-rouge-volupte-rock-n-shine-lipstick-P454359?skuId=2326072&icid2=products%20grid:p454359
lipstick,HUDA BEAUTY Power Bullet Matte Lipstick,https://www.sephora.com/product/power-bullet-matte-lipstick-P441880?icid2=products%20grid:p441880
lipstick,NARS Velvet Matte Lipstick Pencil Duo,https://www.sephora.com/product/velvet-matte-lip-pencil-duo-P408115?icid2=products%20grid:p408115
lipstick,PAT McGRATH LABS MatteTrance™ Lipstick,https://www.sephora.com/product/mattetrance-lipstick-P421813?icid2=products%20grid:p421813
lipstick,Christian Louboutin Velvet Matte Lip Colour,https://www.sephora.com/product/velvet-matte-lip-colour-P400560?icid2=products%20grid:p400560
lipstick,MAKE UP FOR EVER Artist Liquid Matte Lipstick,https://www.sephora.com/product/artist-liquid-matte-P416156?skuId=1911817&icid2=products%20grid:p416156
lipstick,Givenchy Le Rouge Lipstick,https://www.sephora.com/product/le-rouge-P377755?icid2=products%20grid:p377755
lipstick,NARS Lipstick,https://www.sephora.com/product/lipstick-P448502?icid2=products%20grid:p448502
lipstick,Givenchy Rouge Interdit Satin Lipstick,https://www.sephora.com/product/rouge-interdit-satin-lipstick-P181912?skuId=1904051&icid2=products%20grid:p181912
lipstick,TOM FORD Lip Color Sheer,https://www.sephora.com/product/lip-color-sheer-P407140?skuId=1813757&icid2=products%20grid:p407140
lipstick,SEPHORA COLLECTION #LIPSTORIES Lipstick,https://www.sephora.com/product/lipstories-lipstick-P424915?icid2=products%20grid:p424915
lipstick,Givenchy Le Rose Perfecto Color Lip Balm,https://www.sephora.com/product/le-rose-perfecto-P440027?icid2=products%20grid:p440027
lipstick,HUDA BEAUTY Liquid Matte Lipstick,https://www.sephora.com/product/huda-beauty-liquid-matte-lipstick-P411320?icid2=products%20grid:p411320
lipstick,KVD Vegan Beauty Kitten Mini Everlasting Liquid Lipstick,https://www.sephora.com/product/mini-everlasting-liquid-lipstick-P442953?icid2=products%20grid:p442953
lipstick,FENTY BEAUTY by Rihanna Poutsicle Juicy Satin Lipstick,https://www.sephora.com/product/poutsicle-juicy-satin-lipstick-P33701948?skuId=2225878&icid2=products%20grid:p33701948
lipstick,ILIA Multi-Stick Cheek & Lip,https://www.sephora.com/product/multi-stick-P411848?icid2=products%20grid:p411848
lipstick,Armani Beauty Lip Magnet Liquid Lipstick,https://www.sephora.com/product/lip-magnet-liquid-lipstick-P413933?skuId=1875392&icid2=products%20grid:p413933
lipstick,bareMinerals GEN NUDE™ Liquid Lipstick,https://www.sephora.com/product/gen-nude-matte-liquid-lipcolor-P410249?icid2=products%20grid:p410249
lipstick,HUDA BEAUTY Mini Power Bullet Matte Lipstick Duo,https://www.sephora.com/product/huda-beauty-mini-power-bullet-matte-lipstick-duo-P465762?icid2=products%20grid:p465762
lipstick,IT Cosmetics Pillow Lips Collagen-Infused Lipstick,https://www.sephora.com/product/it-cosmetics-pillow-lips-collagen-infused-lipstick-P454064?icid2=products%20grid:p454064
lipstick,NARS The Multiple,https://www.sephora.com/product/the-multiple-P2866?icid2=products%20grid:p2866
lipstick,SEPHORA COLLECTION Rouge Smooth Shine Lip Crayon,https://www.sephora.com/product/rouge-smooth-shine-lip-crayon-P439037?icid2=products%20grid:p439037
lipstick,KVD Vegan Beauty Studded Kiss Crème Lipstick,https://www.sephora.com/product/studded-kiss-creme-lipstick-P427646?icid2=products%20grid:p427646
lipstick,MAKE UP FOR EVER Rouge Artist Lipstick,https://www.sephora.com/product/make-up-for-ever-rouge-artist-lipstick-P462883?icid2=products%20grid:p462883
lipstick,bareMinerals BAREPRO® Longwear Matte Lipstick,https://www.sephora.com/product/barepro-r-longwear-lipstick-P440272?icid2=products%20grid:p440272
lipstick,PAT McGRATH LABS BlitzTrance™ Lipstick - StarGlaze,https://www.sephora.com/product/pat-mcgrath-labs-rainbow-blitztrance-lipstick-P463925?icid2=products%20grid:p463925
lipstick,Gucci Rouge à Lèvres Mat Matte Lipstick,https://www.sephora.com/product/gucci-gucci-rouge-a-levres-mat-matte-lipstick-P453273?icid2=products%20grid:p453273
lipstick,Bite Beauty Power Move Creamy Matte Lip Crayon,https://www.sephora.com/product/bite-beauty-power-move-creamy-matte-lip-crayon-vegan-P454746?icid2=products%20grid:p454746
lipstick,Marc Jacobs Beauty Le Marc Lip Crème Lipstick – Very Merry Cherry Edition,https://www.sephora.com/product/marc-jacobs-beauty-le-marc-lipstick-oh-miley-limited-edition-P463902?icid2=products%20grid:p463902
lipstick,Anastasia Beverly Hills Liquid Lipstick,https://www.sephora.com/product/liquid-lipstick-P404831?icid2=products%20grid:p404831
lipstick,Dior Dior Addict Lip Tattoo,https://www.sephora.com/product/lip-tattoo-P419525?icid2=products%20grid:p419525
lipstick,PAT McGRATH LABS Mini MatteTrance™ Lipstick Trio,https://www.sephora.com/product/lust-mini-mattetrance-lipstick-skin-show-trio-P434529?icid2=products%20grid:p434529
lipstick,HUDA BEAUTY Power Bullet Matte Lipstick - Throwback Collection,https://www.sephora.com/product/power-bullet-matte-lipstick-P450511?icid2=products%20grid:p450511
lipstick,tarte Tarteist™ Quick Dry Matte Lip Paint,https://www.sephora.com/product/tarteist-quick-dry-matte-lip-paint-P63087456?icid2=products%20grid:p63087456
lipstick,Marc Jacobs Beauty Le Marc Lip Frost Lipstick,https://www.sephora.com/product/le-marc-lip-frost-lipstick-P439432?icid2=products%20grid:p439432
lipstick,Anastasia Beverly Hills Matte Lipstick,https://www.sephora.com/product/matte-lipstick-P422512?icid2=products%20grid:p422512
lipstick,Givenchy Le Rouge Holiday Edition Lipstick,https://www.sephora.com/product/givenchy-le-rouge-holiday-edition-lipstick-P464249?icid2=products%20grid:p464249
lipstick,Smashbox Always On Longwear Matte Liquid Lipstick,https://www.sephora.com/product/always-on-matte-liquid-lipstick-P409317?icid2=products%20grid:p409317
lipstick,Yves Saint Laurent Tatouage Couture Liquid Matte Lip Stain,https://www.sephora.com/product/tatouage-couture-matte-stain-P423327?skuId=2121234&icid2=products%20grid:p423327
lipstick,Yves Saint Laurent Black Opium & Rouge Volupte Shine Lipstick Mini Set,https://www.sephora.com/product/yves-saint-laurent-black-opium-rouge-volupte-shine-lipstick-mini-set-P462758?icid2=products%20grid:p462758
lipstick,Urban Decay Vice Lipstick,https://www.sephora.com/product/vice-lipstick-P409523?icid2=products%20grid:p409523
lipstick,TOM FORD Lip Color Lipstick,https://www.sephora.com/product/lip-color-P416057?icid2=products%20grid:p416057
lipstick,FENTY BEAUTY by Rihanna Slip Shine Sheer Shiny Lipstick,https://www.sephora.com/product/fenty-beauty-rihanna-slip-shine-sheer-shiny-lipstick-P67339785?icid2=products%20grid:p67339785
lipstick,Givenchy Mini Magic Lip Duo Set,https://www.sephora.com/product/le-rouge-perfecto-rouge-interdit-vinyl-duo-botf-P433849?icid2=products%20grid:p433849
lipstick,Too Faced Peach Kiss Comfort Matte Long Wear Lipstick – Peaches and Cream Collection,https://www.sephora.com/product/peach-kiss-moisture-matte-long-wear-lipstick-peaches-cream-collection-P422600?icid2=products%20grid:p422600
lipstick,Charlotte Tilbury K.I.S.S.I.N.G Lipstick,https://www.sephora.com/product/k-i-s-s-i-n-g-lipstick-P433531?icid2=products%20grid:p433531
lipstick,SEPHORA COLLECTION Rouge Lip Tint,https://www.sephora.com/product/rouge-lip-tint-P415405?icid2=products%20grid:p415405
lipstick,MAKEUP BY MARIO Master Mattes™ Pro Lip Palette,https://www.sephora.com/product/makeup-by-mario-master-mattes-trade-pro-lip-palette-P465780?icid2=products%20grid:p465780
lipstick,CLINIQUE Almost Lipstick,https://www.sephora.com/product/almost-lipstick-P122751?icid2=products%20grid:p122751
lipstick,Gucci Rouge à Lèvres Voile Sheer Lipstick,https://www.sephora.com/product/gucci-rouge-agrave-l-egrave-vres-voile-sheer-lipstick-P452737?icid2=products%20grid:p452737
lipstick,Charlotte Tilbury Superstar Lips Lipstick,https://www.sephora.com/product/superstar-lips-lipstick-P446610?icid2=products%20grid:p446610
lipstick,KVD Vegan Beauty Kitten Mini Smoke & Mirrors Grayscale Mini Lip Everlasting Liquid Lip Duo,https://www.sephora.com/product/smoke-mirrors-grayscale-mini-lip-everlasting-liquid-lip-duo-P421290?icid2=products%20grid:p421290
lipstick,Charlotte Tilbury Matte Revolution Lipstick - Scarlet Spell,https://www.sephora.com/product/charlotte-tilbury-matte-revolution-lipstick-scarlet-spell-P463819?icid2=products%20grid:p463819
lipstick,TOM FORD Most Wanted Lip Color Lipstick Collection,https://www.sephora.com/product/tom-ford-most-wanted-lip-color-lipstick-collection-P458271?icid2=products%20grid:p458271
lipstick,Charlotte Tilbury Hot Lips Lipstick,https://www.sephora.com/product/hot-lips-lipstick-P434100?icid2=products%20grid:p434100
lipstick,Ciaté London Glitter Flip,https://www.sephora.com/product/glitter-flip-P422513?icid2=products%20grid:p422513
lipstick,Yves Saint Laurent Tatouage Couture Velvet Cream Matte Liquid Lipstick,https://www.sephora.com/product/yves-saint-laurent-tatouage-couture-velvet-cream-liquid-lipstick-P457250?icid2=products%20grid:p457250
lipstick,Yves Saint Laurent Rouge Pur Couture The Slim Matte Lipstick,https://www.sephora.com/product/rouge-pur-couture-matte-slim-lipstick-P436506?icid2=products%20grid:p436506
lipstick,Guerlain Rouge G Customizable Lipstick,https://www.sephora.com/product/rouge-g-customizable-lipstick-bullet-P429915?icid2=products%20grid:p429915
lipstick,Charlotte Tilbury Superstar Lips Lipstick - Pillow Talk Collection,https://www.sephora.com/product/charlotte-tilbury-superstar-lips-lipstick-pillow-talk-collection-P455322?icid2=products%20grid:p455322
lipstick,Armani Beauty Ecstasy Mirror High Shine Lip Gloss,https://www.sephora.com/product/giorgio-armani-beauty-ecstasy-mirror-shine-lacquer-P460423?icid2=products%20grid:p460423
